tableA_id,tableA_title,tableA_modelno,tableA_price,tableA_shipweight,tableA_brand,tableA_dimensions,tableB_id,tableB_title,tableB_modelno,tableB_price,tableB_shipweight,tableB_brand,tableB_dimensions,label
1564,Incipio Smart Feather for Apple iPad 2 Light Blue,IPAD-227,33.25,1.0,INCIPIO,9.5 x 7.5 x 0.2 inches,21393,DXETH517 - Heavyweight Plastic Teaspoons,nan,26.12,9.4,Dixie,nan,0
2009,EDGE 1GB 1X1GB PC25300 ECC UNBUFFERED 240 PIN DDR2 DIMM,PE197780,26.82,0.25,EDGE,9.0 x 6.0 x 3.0 inches,12234,Brother LC652PKS Ink Cartridges - 2 Pack Black,LC652PKS,36.32,1,Brother,4.8 x 3.3 x 1.9 inches,0
1652,Q-See QS408-811-5 8 Channel H.264 DVR Surveillance System with 8 Indoor Outdoor CMOS Night Vision Cameras,QS408-811-5,714.28,23.0,Q-See,18.0 x 14.0 x 12.0 inches,15200,Wintec Filemate 8 GB S-Professional CompactFlash Card,3FMCF8GBS-R,25.99,1,Wintec,5.2 x 4.1 x 0.6 inches,0
2492,Scosche 4  Speaker Adapter,SA41069,29.88,0.72,Scosche,10.5 x 6.5 x 3.0 inches,21636,8GB Edge Proshot Sdhc Memory Card CLASS6,EDGDM-209797-PE,12.4,1,Edge,3.6 x 2.2 x 1.6 inches,0
862,Nokia Travel Charger,279044,20.53,0.2,Nokia,9.0 x 4.0 x 2.5 inches,19428,HP Premium Plus Photo Paper High Gloss 50 Sheets 8.5 x 11 Inches,Q1785A,22.62,2,HP,12.0 x 9.3 x 0.9 inches,0
1701,Smead Folders Front Interior Pocket Straight End Tab Letter Manila 50 Box,24117,45.94,3.103,nan,nan,21407,Olympus 260322 Olympus Premium Case Pen Black,260322,19.31,1,Olympus,5.3 x 3.5 x 3.0 inches,0
2470,Canon CLI-8Y Yellow Inkjet Print Cartridge,2945B009AA,15.97,0.33,Canon,5.4 x 3.5 x 1.0 inches,7920,Fellowes Laminating Pouch Starter Kit 130 Pack 5208502,5208502,26.31,16,Fellowes,12.0 x 9.0 x 1.0 inches,0
1960,Nikon Speedlight SB700 Electronic Flash for D7000,SB700,329.0,2.05,Nikon,5.0 x 4.1 x 2.8 inches,12994,Huawei M750 Rubber Snap On Cover Case Black,nan,1.93,nan,Huawei,nan,0
27,Tribeca Dallas Cowboys 15  Sleeve for MacBook Pros,FVA2868,31.88,0.85,Tribeca,15.88 x 12.6 x 1.13 inches,16085,Sakar 32490 Kidz Digital Camcorder Blue,32490,59.88,1,Sakar,nan,0
1519,StarTech.com SVECONUS6 Ultra Thin USB KVM Cable,SVECONUS6,12.88,0.5,StarTech,7.2 x 3.825 x 0.9 inches,20183,Easycat 2BUTTON PS 2 Touchpad Blk Cirque Glidepoint Technology,GP-160PB,27.99,1,Adesso,7.0 x 5.2 x 2.2 inches,0
1639,HON Bravo Articulating Keyboard Mouse Platform Glide Track,HKB700P,159.0,18.0,HON,nan,6388,3M Privacy Filter - 3M PF20.0W9 Widescreen Monitor Privacy Screen 16 9,PF 20.0W9,80.64,1,3M,17.4 x 9.8 inches,0
2476,iFrogz iPod Touch 4 Luxe Lean Case White,IT4LL-WHT,24.99,0.1,iFrogz,11.5 x 8.75 x 0.5 inches,6955,iFrogz IT4LL-WHT Luxe Lean for iPod Touch 4G - White,IT4LL-WHT,12.5,1,iFrogz,4.5 x 2.5 x 0.5 inches,1
2463,Pioneer 3  Multimedia A V Receiver with Pandora Link,MVH-P7300,328.0,3.5,Pioneer,10.6 x 8.9 x 4.1 inches,4214,Brother PPF Print Cartridge - 150 Pages PC501,PC501,19.99,1,Brother,18.0 x 5.5 x 4.0 inches,0
813,Draper Glass Beaded Paragon Electric Screen - AV Format 20 x 20,114084,3794.5,805.0,Draper,nan,7637,Rolodex 23390 - Wood Tone Desk Pad Mahogany 24 x 19,nan,34.65,4,Rolodex,nan,0
1404,Birdhouse Tony Hawk 2GB Ptero SkateDrive USB Flash Drive,BH-SKTHPT/2G,9.84,1.5,EP Memory,6.25 x 3.25 x 1.5 inches,18427,ACP-EP Memory 1GB PC2100 200-PIN DDR 266MHz SODIMM MAC and PC,AA16S12864-PC266,28.49,1,Memory Upgrades,6.8 x 2.2 x 0.5 inches,0
848,Clarion Half-Din Graphic Equalizer with Built-In Crossover,EQS746,99.99,1.72,Clarion,8.1 x 6.1 x 1.7 inches,13634,Pyramid PB180PX 4-Channel 300-Watt Pro Plus Amplifier,PB180PX,32.99,4,Pyramid,8.0 x 7.9 x 2.0 inches,0
67,Microsoft VX-5000 LifeCam Webcam Red,RKA00014,27.82,1.4,Microsoft,8.0 x 7.0 x 3.0 inches,13944,Avery Shipping Labels for Laser Printers with TrueBlock Technology 3.5 x 5 Inches White Box of 400 05168,5168,28.09,3,Avery,11.4 x 8.9 x 1.0 inches,0
2108,Regular Staples 15 000ct,1005NX-B,0.0,nan,Generic,4.37 x 2.519 x 2.165 inches,6031,Vantec NexStar MX NST-400MX-S2 Dual 3.5-Inch SATA to USB 2.0 with JBOD External Hard Drive Enclosure Black,NST-400MX-S2,44.99,4,Vantec,nan,0
1833,Scosche 1993-Up Select Subaru Power 4-Speaker Connector,SU03B,9.88,0.9,Scosche,6.0 x 4.0 x 0.5 inches,20975,New-ATLANTIC INC 25204231 72 DISC SET ALBUM - ATL25204231,nan,23.49,2,Atlantic,nan,0
75,EDGE 2GB PC3-8500 DDR3 204-Pin SODIMM Notebook Memory Module,PE219413,22.92,0.25,EDGE,9.0 x 6.0 x 3.0 inches,12878,Keyspan USA-28x External USB to Serial Adapter,nan,nan,1.6,Keyspan,nan,0
1611,Microsoft LifeCam HD-6000 USB HD Webcam 7PD-00001,7PD-00001,36.97,nan,Microsoft,7.0 x 5.7 x 2.0 inches,11046,KO-200 Video Cable - 200 ft - White,nan,60.07,6.9,Mace,nan,0
1811,Fellowes Mouse Pad and Wrist Support Combination - Blue Gel,9182201,11.84,0.63,Fellowes,11.3 x 9.0 x 1.0 inches,5599,rooCASE Super Bubble Neoprene Sleeve Case Cover for Apple MacBook Air 11.6-inch Laptop MC505LL A MC506LL A MC968LL A MC969LL A Black Dark Blue,nan,19.99,1,rooCASE,12.7 x 9.6 x 0.9 inches,0
803,Scosche KA2064B 2005 Kia Sportage ISO Kit,KA2064B,15.88,0.4,Scosche,15.0 x 7.0 x 1.5 inches,3353,TRENDnet USB to Parallel 1284 Converter TU-P1284 Blue,TU-P1284,15.09,1,TRENDnet,9.0 x 7.0 x 2.0 inches,0
1804,SOLO Cup Company Centerpiece Mediumweight White Foam Dinnerware 9  Diameter 125 Pack,RS9CYW,13.97,2.41,SOLO,16.875 x 9.0 x 9.0 inches,12303,AVF LF000 Flat to Wall TV Mount for 26-Inch to 60-Inch TV Black,LF000,39.04,12,AVF,31.0 x 9.0 x 3.5 inches,0
654,Case Logic Universal MP3 Armband Clear Front Panel Gray,UMA-102GRAY,10.09,0.5,Case Logic,4.0 x 2.5 x 0.75 inches,14489,Caselogic UMA-102Gray Medium Universal MP3 Sport Case Gray,UMA-102Gray,10.09,1,Case Logic,4.0 x 2.5 x 0.8 inches,1
718,Motorola Thrill Me Purple EH25 Stereo Headset,89273N,24.88,0.5,Motorola,5.75 x 4.15 x 2.65 inches,13750,Nokia 1661 Gsm Unlocked Cell Phone--US Version with Full Warranty,002T2V2,44.22,7.2,Nokia,113.0 x 90.0 x 65.0 inches,0
508,Smead 10pk 100 Percent Recycled Wallet Blue Moon,77234,29.94,1.72,nan,nan,20288,AOC 2236Vw Widescreen LCD Monitor,2236VW,129.0,13.8,AOC,23.0 x 15.2 x 5.0 inches,0
1259,Everki Commute 18.4  Laptop Sleeve with Memory Foam EKF808S18,Everki EKF808S18,39.0,1.45,Everki,18.7 x 13.58 x 1.97 inches,3575,Satechi CR -3600 car holder mount for iPhone 4 3G 3Gs BlackBerry Torch HTC EVO DROID Samsung EPIC on Windshield and Dashboard,SCR-31,27.99,1,Satechi,6.5 x 5.0 x 3.0 inches,0
1316,Case Logic 208 Capacity Nylon CD DVD Wallet,87974,19.99,2.04,Case Logic,13.25 x 12.0 x 2.75 inches,16931,ENERGIZER HEARING AID SIZE 10 8-PK - SIZE 10 MERCURY FREE - AZ10DP-8,nan,21.69,1.6,Energizer,nan,0
818,Incipio iPod Touch 4G SILICRYLIC Hard Shell Case with Silicone Core All Black,IP-904,28.5,1.0,INCIPIO,4.6 x 2.5 x 0.2 inches,979,Incipio SILICRYLIC for iPod Touch 4G Black Black,IP-904,20.28,1,Incipio,4.6 x 2.5 x 0.2 inches,1
440,Draper Matte White Baronet Electric Screen - NTSC 7 diagonal,129007,446.15,26.0,Draper,nan,1658,rooCASE Ultra Slim Black Leather Case Cover Cover with Stand for Samsung GALAXY Tab 10.1 Wi-Fi NOT Compatible with Verizon 4G LTE,nan,32.93,1,rooCASE,10.3 x 7.1 x 0.6 inches,0
1875,TP-Link TL-ANT2409B 2.4GHz 9dBi Outdoor Directional Antenna,TL-ANT2409B,27.88,1.3,TP Link,10.24 x 6.5 x 2.76 inches,9386,TP-Link NT TL-ANT2409B 2.4GHz 9dBi,TL-ANT2409B,22.5,2,TP-Link,11.0 x 7.0 x 3.0 inches,1
1450,Visual Land V-Touch Pro 4GB Flash Portable Media Player White,ME965L4GBWHT,49.0,0.4,Visual Land,8.4 x 5.5 x 1.2 inches,6848,JVC TH-BC1 Sound Bar System,TH-BC1,139.0,8,JVC,nan,0
1062,Da-Lite Matte White Advantage Manual with CSR - Wide Format 130 diagonal,34718,1060.99,97.0,Da-Lite,nan,19196,Peacock 6 Ply Railroad Poster Board,nan,13.24,3,Pacon,28.8 x 22.2 x 0.8 inches,0
2310,Siig CB-999011-S1 FireWire 800 Cable,CB-999011-S1,17.88,0.2,SIIG,6.75 x 4.95 x 0.45 inches,14829,Iomega 34614 320GB USB 2.0 eGo Helium Portable Hard Drive,34614,59.95,1,Iomega,7.2 x 5.5 x 2.4 inches,0
1214,Motion Systems 10.2  Skull Netbook Case,P10SLV85-AST,12.99,0.4,MOTION SYSTEMS,31.8 x 23.8 x 5.0 inches,10851,Joby GP2-D1EN Gorillapod Flexible Tripod for Digital SLR Cameras with Bubble Level,GP2-D1EN,nan,1,Joby,9.8 x 2.0 x 2.0 inches,0
879,Pilot Q7 Retractable Gel Roller Ball Pen Refill Fine Black 2 count 3-pack,nan,6.0,0.019,nan,nan,7646,LD Remanufactured Extra High Yield Black Laser Toner Cartridge for Lexmark X463X11G,nan,179.99,4.6,4inkjets,nan,0
761,Plantronics  73079-01 AC Power Adapter for Telephone Headset System,73079-01,14.88,1.0,Plantronics,2.5 x 2.0 x 1.0 inches,6151,OtterBox Defender Series Hybrid Case for iPod touch 4G Pink White,APL2-T4GXX-B4-E4OTR,25.58,1,OtterBox,7.0 x 5.0 x 1.0 inches,0
826,Email Delivery Tracfone 450-Minutes Wireless Airtime Card,9840,79.88,1.0,Tracfone,1.0 x 1.0 x 1.0 inches,5012,Hewlettpkr C9448A Hp 70 Ink Matte Black,C9448A,nan,10.1,HP,8.3 x 5.1 x 1.6 inches,0
437,Atlantic Drawbridge Multimedia Storage Unit Black Wood,3793-5622,41.89,15.0,Atlantic,36.13 x 19.13 x 7.0 inches,19582,Ip Camera Ir Led Night Vision,AVC2200,146.63,5,Victory,nan,0
2378,LG 32  Class LCD 720p 60Hz HDTV 32LK330,32LK330,344.0,26.4,LG,31.5 x 22.2 x 8.1 inches,17479,New-AT-A-GLANCE 7021272 - Recycled Eight-Person Group Daily Appointment Book Black 8 1 2 x 11 - AAG7021272,nan,65.0,8.4,At-A-Glance,nan,0
2246,BIC Great Erase Grip Pocket Dry Erase Marker Black 12-Pack,GDE11-BLK,13.44,0.5,BIC,5.5 x 2.75 x 1.4 inches,16336,GBC 9742450 - Linen Textured Binding System Covers 11 x 8-1 2 Navy 200 Pack,nan,nan,15.4,GBC,nan,0
1457,Avery Metal Rim Key Tags Card Stock Metal 1-1 4  Diameter 50 Pack,nan,7.42,nan,Avery,nan,20387,New-Plasma LCD Cleaner 50 mL Spray Case Pack 3 - 510971,nan,36.0,14.1,Dust-Off,nan,0
454,Incipio CL-470 iPad Screen Protector 2pk Clear,CL-470,19.0,1.0,INCIPIO,9.5 x 9.4 x 7.2 inches,1891,Incipio CL-470 Screen Protector for iPad 2 Clear - 2 Pack,CL-470,17.61,1,Incipio,9.4 x 7.2 inches,1
1609,Creative Labs Sound Blaster X-Fi Go Pro Sound Board,SB1290,39.99,0.3,Creative Labs,5.6 x 5.5 x 1.6 inches,9559,Sigma 10-20mm f 4-5.6 EX DC HSM Lens for Canon Digital SLR Cameras,B0007U00X0,nan,2,Sigma,3.5 x 3.5 x 3.5 inches,0
1559,Paper Mate Mechanical Pencil Starter Set,1739312,4.87,0.6,Paper Mate,7.63 x 3.75 x 3.25 inches,14981,LD Hewlett Packard HP C9393AN HP 88XL Yellow High Yield Remanufactured Ink Cartridge,nan,7.99,4.8,4inkjets,nan,0
1092,OCZ Technology Vertex 2 60GB 2.5  SATA II Solid State Drive,OCZSSD22VTXE60G,119.98,0.45,OCZ Technologies,6.0 x 5.0 x 0.8 inches,8056,Vxi Tria V Headset,202783,44.99,4,VXI,nan,0
1439,Samsung CLT-R409 Imaging Drum Unit For CLP-310 CLP-315 and CLP-3170 Printers,CLT-R409,144.84,2.85,Samsung,12.15 x 10.62 x 6.21 inches,17102,New-Pendaflex Earthwise 04342 - Recycled File Folders 1 3 Cut Top Tab Letter Natural 100 Box - ESS04342,nan,nan,14.6,Pendaflex,nan,0
1854,Apple iPod nano 8GB Charcoal,MC688LL/A,134.54,0.2,Apple,2.2 x 2.2 x 1.7 inches,11678,HP Q7551X Compatible High Yield Black Toner Cartridge With Chip,Q7551X,24.0,5,Compatible,nan,0
1706,Pendaflex 25pk Hanging File Folder Tabs Clear White,4312,5.0,0.103,nan,nan,4923,iGo PS00291-0001 KeyJuice Charger for Micro Mini USB,PS00291-0001,9.12,1,iGo,6.5 x 4.5 x 0.5 inches,0
441,Draper Glass Beaded Envoy Electric Screen  - NTSC 11 diagonal,112045,1441.0,130.0,Draper,nan,8994,HP Tablet Sleeve - Black with Red Trim,VX404AA#ABL,18.33,1,HP,11.4 x 8.1 x 1.2 inches,0
235,Avery Worksaver Big Tab Plastic Dividers Two Slash Pockets Eight-Tab Assorted,11907,5.88,0.517,Avery,nan,21783,Avery 11907 - WorkSaver Big Tab Plastic Dividers Two Slash Pockets 8-Tab Assorted,nan,12.0,3,Avery,nan,1
2351,Targus Mobile Elite 15.4  Notebook Case,146440,51.99,3.3,Targus,16.5 x 14.1 x 4.4 inches,14666,KIMBERLY-CLARK PROFESSIONAL 91072 - SCOTT Continuous Air Freshener Refill Ocean 48 mL Cartridge 6 Carton,nan,75.17,1.8,Kimberly-Clark,nan,0
1679,Draper High Contrast Grey Access Series E Electric Screen  - AV Format 70 x 70,104173,1336.05,68.0,Draper,nan,21481,Verbatim 52x CD-R Media 95252,Verbatim 95252,23.5,5.8,Verbatim,nan,0
1924,Accell Premium Series 10 USB 3.0 A B Cable,A111B-010B,13.88,0.4,Accell,9.8 x 2.8 x 1.9 inches,10600,Buffalo Technology MiniStation Metro 500 GB USB 2.0 Portable Hard Drive with Integrated Flex Cable Encryption and TurboPC - Blue Onyx HD-PXT500U2 B,HD-PXT500U2/B,63.99,1,Buffalo Technology,8.7 x 5.9 x 2.0 inches,0
1998,Samsung 22  Class LCD 1080p  60Hz HDTV LN22D450,LN22D450,224.0,14.65,Samsung,21.4 x 15.6 x 6.8 inches,20923,Battery-Biz Hi-Capacity - Camera battery Li-Ion 570 mAh,nan,24.9,6.4,Battery-Biz,nan,0
391,Energizer Max AAA 6pk,E92BP-6R,0.0,nan,Energizer,4.5 x 3.0 x 0.87 inches,9898,Apple Iphone 4 Touch Screen Digitizer LCD Assembly Repair Tool Kit,IPHONE 4,44.44,1,generic,nan,0
2281,Cobra 15 Band Detector 1.5  Full-Color Touch Screen,XRS-9965,259.95,1.0,COBRA,9.6 x 6.8 x 3.0 inches,15736,OmniMount ULPC-L Ultra Low Profile Large Cantilever Mount,ULPC-L,nan,60,OmniMount,35.0 x 29.0 x 9.0 inches,0
2102,Kensington K72274US Notebook Keypad Calculator with USB Hub - PC   MAC Compatible,K72274US,22.88,0.73,Kensington,5.5 x 2.75 x 1.0 inches,13752,Nokia C3-00 Unlocked Cell Phone with QWERTY Dedicated E-mail Key 2 MP Camera Media Player WLAN and MicroSD Slot--U.S. Version with Warranty Slate,C3-00_NOKUS_SLATE,114.99,11.2,Nokia,7.0 x 5.5 x 2.0 inches,0
769,Accell ProUltra 4m HDMI Ethernet Cable,B116C-013B-40,29.88,1.1,Accell,10.0 x 9.0 x 3.16 inches,502,12.1MP Digital Camera 2.7IN Preview Screen 5X Dig Zoom,VT027-SILVER,55.56,1,Vivitar,nan,0
1547,Fellowes Standard Glare Filter for 16-17  Monitors,93785,39.84,3.21,Fellowes,20.0 x 16.0 x 2.75 inches,17660,New-Caremail 1119265 - 100 Recycled Mailing Storage Box Letter Legal Brown 12 Pack - CML1119265,nan,107.0,59.5,Caremail,nan,0
613,Buddy Products 4-Pocket Wall File with Supplies Organizer Black,8414,69.94,7.5,Buddy Products,nan,8135,SAU00558 - SlimMate Storage Clipboard,nan,13.45,1.9,Saunders,nan,0
1924,Accell Premium Series 10 USB 3.0 A B Cable,A111B-010B,13.88,0.4,Accell,9.8 x 2.8 x 1.9 inches,6712,Macally Hi-Speed eSATA FireWire USB 2.0 Storage Enclosure for 3.5-Inch SATA Hard Disk G-S350SUAB2 Silver,G-S350SUAB2,66.24,3,Macally,8.0 x 7.0 x 2.0 inches,0
1721,Five Star 5-Subject Wirebound Trend Notebook Wide Rule Pink,nan,5.0,2.0,Five Star,10.5 x 9.5 x 1.125 inches,9736,Pioneer TS-MR2040 Marine 8-Inch 200-Watt Coaxial Speakers,TS-MR2040,nan,10,Pioneer,17.8 x 9.8 x 5.2 inches,0
290,Semi Hard Case Set for iPad 2 White,TR-SHCSIPD2-WT/EN,29.99,1.0,Simplism,11.5 x 9.4 x 1.1 inches,19965,Paper Mate 31005BH - Liquid Flair Porous Point Stick Pen Purple Ink Extra Fine Dozen,nan,40.73,12,Paper Mate,nan,0
1207,Rubbermaid Techfile Plastic Magazine File Black,40406ROS,5.88,0.452,Rubbermaid,nan,5920,Clarion VX401 6.5 In-Dash Double-Din Touchscreen DVD CD MP3 USB Receiver with Bluetooth,VX401,324.99,8,Clarion,16.4 x 9.6 x 6.6 inches,0
1354,Virginia Tech Hokies iPhone 4 Case Black Shell,FVA3168,29.99,nan,Tribeca,nan,12550,Cobra CA-M110R Noise Canceling Replacement CB Microphone Chrome,CA-M110R CHR,19.96,1,Cobra,8.2 x 5.1 x 2.6 inches,0
1120,Da-Lite Pixmate 25 x 30 Shelf Large Adjustable Height Television Cart Up to 54 Height,7020,199.99,65.0,Da-Lite,54.0 x 30.0 x 25.0 inches,4986,HP 2008 KP080UT 120 Watt Docking Station,KP080UT#ABA,79.99,6,HP,15.2 x 9.7 x 4.6 inches,0
1916,Mohawk Color Copy 100 Percent Recycled Paper 8-1 2 Ream of 500 Sheets,54301,11.47,7.228,Mohawk,nan,10672,Microsoft Arc Touch Mouse - Black,RVF-00001,35.36,1,Microsoft,6.2 x 4.0 x 1.4 inches,0
1035,I OMagic IDVD22DLE 22x DVD,IDVD22DLE,79.88,4.5,I/OMagic Corporation,10.8 x 3.15 x 0.97 inches,3579,Sapphire Radeon HD5770 Vapor-X 1 GB DDR5 2DVI HDMI DisplayPort PCI-Express Video Card 100283VX-2L,100283VX-2L,147.99,2,Sapphire,10.5 x 6.5 x 2.5 inches,0
1678,Draper Matte White Access Series E Electric Screen  - NTSC 10 diagonal,104016,1516.95,87.0,Draper,nan,18010,basyx C184236Q - Easy-to-Assemble Storage Cabinet 36w x 18d x 42-3 4h Light Gray,nan,nan,147.7,Basyx,nan,0
2081,Da-Lite Silver Matte Model C Manual Screen - 8 x 8 AV Format,90544,441.95,50.0,Da-Lite,nan,20700,Microsoft ARC Mouse - Mouse - laser - 4 button s - wireless - 2.4 GHz - USB wireless receiver - red,nan,33.0,1.6,Microsoft,nan,0
22,Quartet Cork Bulletin Board Natural Cork Fiberboard 60 x 36 Aluminum Frame,2305,91.44,16.16,Quartet,nan,17859,uni-ball 61257 - Signo Gel 207 Roller Ball Retractable Gel Pen Red Ink Micro Fine Dozen,nan,35.42,2.4,Uniball,nan,0
1429,CoolMax 3.5  USB 3.0 External Hard Drive Enclosure Black,HD-381BZ-U3,26.88,0.75,Coolmax,7.5 x 4.3 x 1.2 inches,7240,Wintec FileMate Imagine Series K2010 USB Standard Keyboard - Luminous Red 3FMNK2010URD-R,3FMNK2010URD-R,15.99,1,Wintec,15.8 x 6.6 x 1.6 inches,0
282,PC Treasures 15.6  Laptop Kit Black,19457,39.0,4.5,PC Treasures,18.5 x 12.75 x 3.5 inches,319,New-Scotch 1448B - Precision Scissors Pointed 8 Length 3-1 8 Cut Gray Red - MMM1448B,nan,nan,7.4,Scotch,nan,0
505,Kodak Essentials Large Hard Camera Case,1753284,13.88,nan,Kodak,6.0 x 5.0 x 2.2 inches,12044,Planar PL Series PL1700M LCD Monitor - 17 - Black,nan,202.69,13.8,Planar Systems,nan,0
1659,General Tools Industrial Steel Rules - 32123 6 flex satin chrome stainless steel rule,318-CF616,13.99,0.02,General Tools,nan,13629,Q-See QD28414C4 4 Pack Weatherproof Outdoor Indoor Color CCD Camera Kits with 30-Feet Night Vision and Sony Image Sensors,QD28414C4,224.99,8,Q-See,17.0 x 10.0 x 3.0 inches,0
1845,Pioneer 6.5  3-Way Speakers 300W,TS-A1674R,90.88,3.85,Pioneer,14.5 x 7.5 x 3.7 inches,13229,XFX AMD Radeon HD 6790 840 MHz 1 GB DDR5 Dual MiniDisplayPort Video Card HD-679X-ZDFC,HD679XZDFC,139.99,3,XFX,10.3 x 4.4 x 1.5 inches,0
1706,Pendaflex 25pk Hanging File Folder Tabs Clear White,4312,5.0,0.103,nan,nan,17026,Pendaflex 4312 - Hanging File Folder Tabs 1 3 Tab 3 1 2 Inch Clear Tab White Insert 25 Pack,nan,10.0,7,Pendaflex,nan,1
1722,Prismacolor Col-Erase Pencil with Eraser 12 pack,nan,6.47,nan,nan,nan,13365,Terk HDTVa Indoor Amplified High-Definition Antenna for Off-Air HDTV Reception,HDTVA,32.48,4,Terk,14.2 x 12.7 x 3.3 inches,0
57,Vantec NexStar SE 2.5  SATA Hard Drive Rack,MRK-515ST,10.74,1.5,Vantec,7.0 x 6.0 x 2.0 inches,10032,Antec True Power Trio 550W Power Supply TP3-550,TP3-550,nan,6,Antec,5.9 x 5.5 x 3.4 inches,0
1844,Scosche iPhone iPod Retractable Car Charger,SISIPCRC,16.54,0.48,Scosche,8.25 x 5.0 x 2.25 inches,19618,HOUSE OF DOOLITTLE HOD639 All-Purpose Vacation Calendar 36 x 24 Sold as 1 EA,nan,nan,3,House of Doolittle,nan,0
1082,BIC Grip Roller Pen 0.7mm Blue 1-Dozen,GRE11-BLU,10.99,0.5,BIC,5.5 x 2.75 x 1.44 inches,9224,XANTECH 789-44PS RP 1-Zone Connecting Block with Power Supply,789-44PS/RP,30.15,1,Xantech,7.0 x 3.2 x 2.2 inches,0
309,Lenovo Performance Back Pack,41U5254,31.51,1.6,Lenovo,18.3 x 14.5 x 4.5 inches,14037,TomTom EASE 3.5-Inch Portable GPS Navigator Red,1EX0.052.02,99.99,1,TomTom,3.7 x 3.2 x 0.8 inches,0
200,Draper M1300 ShadowBox Clarion Fixed Frame Screen - 161 diagonal HDTV Format,253019,1348.99,55.0,Draper,nan,10770,Levelone FNC-0600TXM 10 100 Pci 5PORT Switch Card,FNC-0600TXM,32.99,1,CP Technology,7.5 x 5.2 x 1.0 inches,0
1667,AMD 100-505551 FirePro V3700 Graphics Card,100-505551,91.92,1.15,AMD,10.35 x 9.0 x 2.592 inches,2769,LUXA2 H4 Aluminum iPad Holder Stand LH0006,LH0006,29.99,2,Thermaltake,8.2 x 6.0 x 5.5 inches,0
538,SRS Labs Analog RCA Volume Leveler,DCT6S,59.99,0.4,SRS Labs,6.0 x 4.7 x 2.2 inches,1877,Kensington K72337US Orbit Trackball with Scroll Ring for PC or Mac,K72337US,31.27,1,Kensington,8.0 x 6.0 x 2.0 inches,0
515,Micro Innovations 4250300 Comfort Keyboard,4250300,16.88,1.0,Digital Innovations,15.25 x 10.5 x 3.75 inches,5527,Sharp Electronics PW-E550 Electronic Dictionary,PW-E550,68.65,1,Sharp,4.9 x 3.1 x 1.2 inches,0
1335,HON Company Laminate Angled Center Drawer 22w x 15-3 8d x 2-1 2h Henna Cherry,nan,85.39,11.0,HON,22.0 x 15.375 x 2.5 inches,8783,Da-Lite Tensioned Advantage Electrol - Projection screen motorized - Cinema Vision,Advantage Electrol,nan,126,Da-Lite,nan,0
1978,Brother TZ232 Laminated Tape Cartridge,TZ232,19.88,0.15,Brother,6.12 x 3.87 x 0.99 inches,8675,Motorola Wall Charger MicroUSB Mid-Rate Charger,89157J,1.3,1.6,Motorola,8.2 x 4.7 x 2.2 inches,0
1955,Post-it Pop-up Notes Super Sticky Super Sticky Pop-Up Notes 3 x 3 Tropical 10 90-Sheet Pads Pack,R33010SST,15.94,0.91,nan,nan,16749,New-Oki 43866102 - 43866102 Toner 11500 Page-Yield Magenta - OKI43866102,nan,311.0,3.2,OKI,nan,0
951,Draper HiDef Grey Premier Electric Screen Premier 132 WideScreen HiDef Grey - WideScreen 132 diagonal,101282,1799.45,91.0,Draper,nan,12025,Acer S201HL bd 20-Inch Widescreen Ultra-Slim LED Display - Black,S201HL,109.99,10.2,Acer,18.7 x 13.8 x 5.7 inches,0
2533,Draper IRUS Rear Projection Screen with System 100 Black Frame - 92 diagonal NTSC Format,125106,4196.7,308.0,Draper,nan,20092,New-Canon CP1213DII - CP1213DII 2-Color Heavy-Duty Printing Calculator 12-Digit Fluorescent Black Red - CNMCP1213DII,nan,193.32,6.9,Canon,nan,0
1955,Post-it Pop-up Notes Super Sticky Super Sticky Pop-Up Notes 3 x 3 Tropical 10 90-Sheet Pads Pack,R33010SST,15.94,0.91,nan,nan,7448,StarTech.com 16-Inch 40cm 9-Pin Serial Male to 10-Pin Motherboard Header Slot Plate PLATE9M16,PLATE9M16,2.99,1,StarTech,8.7 x 4.7 x 0.9 inches,0
2064,MacCase 15  Premium Leather MacBook Pro PowerBook Sleeve,93714,111.96,2.15,MacCase,15.25 x 10.75 x 0.75 inches,7481,Sony LCS-AMA B Digital SLR Carrying Case for Sony Alpha Digital SLR Camera,LCS-AMA/B,40.91,1,Sony,10.2 x 7.2 x 5.1 inches,0
1201,Arizona Cardinals Pro Grip Mouse,MSNF01,26.99,nan,Team Pro Mark,nan,11690,Powerlite 4100 LCD Proj XGA 4500 Lumens,V11H380020,1799.5,22,Epson,8.6 x 7.3 x 4.5 inches,0
2158,HP Black Notebook Sleeve,HP NU561AA,15.0,0.72,HP,14.9 x 10.15 x 1.7 inches,2796,Logitech Quickcam Orbit AF - Web camera - pan tilt - color - audio - Hi-Speed USB,960-000112,117.95,1.8,Logitech,9.0 x 7.8 x 4.8 inches,0
427,Cobra Marine Radio with Rewind-Say-Again,MR-F80BD,150.0,4.38,COBRA,6.38 x 6.25 x 3.0 inches,8925,Boxed Intel Desktop Board Extreme Series ATX Form Factor for Second Generation Intel Core Family Processors BOXDP67BGB3,BOXDP67BGB3,189.99,3,Intel,nan,0
