tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
1075,You're Never Too Old,nan,"After he's teased at school, Monty worries that he is too old for cuddly toys and wonders if you can ever be too old to play.",62.0,1.0,nan,nan,nan,2017-10-17,nan,2017-01-01,nan,nan,nan,4078,Super Helico ~ Durama 7 Ace,nan,nan,45.0,1.0,2008-02-03,nan,0
1767,Chapter 19,nan,"Amidst an energy crisis, Francis and Tusk end their shaky alliance. Lucas must make a difficult choice. Stamper grows closer to Rachel.",6.0,2.0,nan,nan,nan,2014-02-14,nan,2014-01-01,nan,nan,nan,6219,Chapter 19,nan,"Amidst an energy crisis, Francis and Tusk end their shaky alliance. Lucas must make a difficult choice. Stamper grows closer to Rachel.",6.0,2.0,2014-02-14,nan,1
2457,nan,Scott Nicholas Amendolare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4732,Sanctuary,nan,"Richard, Kahlan, and Zedd race to find a duplicate copy of the Book of Counted Shaddows before Darken Rahl can get his hands on it.",20.0,1.0,2009-05-09,nan,0
3393,Episode 10,nan,nan,10.0,2.0,nan,nan,nan,2018-09-09,nan,2018-01-01,nan,nan,nan,5370,Prison of Love,nan,"Fujiko is after the pendant belonging to a student in an all girls school. To get closer to her target, she impersonates herself as one of the teachers in the school.",6.0,1.0,2012-05-09,nan,0
2114,[70] [EP7] Sodachi Lost - Part Three,nan,"Ougi claims to have figured out the whereabouts of Oikura’s mother and, in her own way, helps Araragi and Hanekawa to solve the mystery.",6.0,4.0,nan,nan,nan,2015-11-08,nan,2015-01-01,nan,nan,nan,6913,Prison Riot,nan,"A riot breaks out at the prison, where two inmates are killed. The squad goes to the scene, but Frank must still stay behind. Bayliss, Lewis, Kellerman and Howard interview the inmates; many of them have familiar faces. Frank works on his target practice. Bayliss thinks that one inmate really wanted to tell him something, so he puts together a deal to get the information. The inmate confesses to the murder and Bayliss doesn't believe him. Another riot breaks out and the truth is finally discovered.",3.0,5.0,1996-10-18,nan,0
4139,Black Cat,nan,"'As Ace and Zina were working on their new ''''disappearing panter'''' trick, Lt. Vega comes to the Magic Express to capture Zina. Vega is accusing Zina of being Electro City's only loose black panther and attacking a scientist named Professor Sticks the night before. Ace recalls waking up during the night to see Zina return to his room but not knowing where she went. He goes with Vega to the crime scene and is surprised at Zina'a behavior as she suddenly take off. Not knowing why, Vega takes Zina to the police headquarters for tests while Ace and Cosmo go visit a circus which seems to have a wild cat of its own. There they meet their old friend, Yokiko the animal trainer who tells them that her pet black panter, Kim Cougar being kidnapped a few weeks earlier. Things get more complicated when Zina escapes the police headquarters when she was about to be put to sleep. Fortunately though, with Cosmo's traking device, Ace, Cosmo, and Yokiko not only catch up with Zina but also found Kim Cougar a",16.0,1.0,nan,nan,nan,1999-06-18,nan,1999-01-01,nan,nan,nan,4318,Black Cat,nan,"'As Ace and Zina were working on their new ''''disappearing panter'''' trick, Lt. Vega comes to the Magic Express to capture Zina. Vega is accusing Zina of being Electro City's only loose black panther and attacking a scientist named Professor Sticks the night before. Ace recalls waking up during the night to see Zina return to his room but not knowing where she went. He goes with Vega to the crime scene and is surprised at Zina'a behavior as she suddenly take off. Not knowing why, Vega takes Zina to the police headquarters for tests while Ace and Cosmo go visit a circus which seems to have a wild cat of its own. There they meet their old friend, Yokiko the animal trainer who tells them that her pet black panter, Kim Cougar being kidnapped a few weeks earlier. Things get more complicated when Zina escapes the police headquarters when she was about to be put to sleep. Fortunately though, with Cosmo's traking device, Ace, Cosmo, and Yokiko not only catch up with Zina but also found Kim Cougar a",16.0,1.0,1999-06-18,nan,1
2997,Episode 1,nan,nan,1.0,3.0,nan,nan,nan,2015-09-09,nan,2015-01-01,nan,nan,nan,6065,nan,Rhea Seehorn,nan,nan,nan,nan,guestStars,0
4180,nan,Pavel Hispler,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,748,nan,Hunter,nan,nan,nan,nan,guestStars,0
4301,nan,Rosemarie Whitman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5258,nan,Gilbert L. Kay,nan,nan,nan,nan,directors,0
3086,nan,Marcus Bartley,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5469,About a Woman (6) with Tarja Halonen,nan,nan,51.0,0.0,2013-12-26,nan,0
3880,Junior,nan,"On a rainy night at the Magic Express, Ace and Cosmo are ready for dinner with Mona when they get an unexpected surprise on their doorstep: a baby. Cosmo tries to take care of the baby while Ace looks for the person left the baby in the rain. Mona demonstrates Cosmo on babysitting since she's better and Cosmo not good at it. During the night though, Ace decided to name the baby, Junior. However through the night, Mona is shocked that the baby has grown into a toddler. Angel analyzes the child who grows older each hour. Junior then takes the Magic Rider like a maniac and starts causing all kinds of trouble. Ace and Mona catched with the Racer via the Magic Bike, but Junior has used the ejector seat and ends up at the top of a high-rise building. Ace and nearly lost Junior when a strange man picks him up in a turbocopter. The man, Aldus Teron, is up to no good so Ace rescues Junior when jumps from Teron and gets into a very high dive with Ace. Teron goes back to Ingen Laboratories and le",25.0,1.0,nan,nan,nan,1999-08-07,nan,1999-01-01,nan,nan,nan,4664,Junior,nan,"On a rainy night at the Magic Express, Ace and Cosmo are ready for dinner with Mona when they get an unexpected surprise on their doorstep: a baby. Cosmo tries to take care of the baby while Ace looks for the person left the baby in the rain. Mona demonstrates Cosmo on babysitting since she's better and Cosmo not good at it. During the night though, Ace decided to name the baby, Junior. However through the night, Mona is shocked that the baby has grown into a toddler. Angel analyzes the child who grows older each hour. Junior then takes the Magic Rider like a maniac and starts causing all kinds of trouble. Ace and Mona catched with the Racer via the Magic Bike, but Junior has used the ejector seat and ends up at the top of a high-rise building. Ace and nearly lost Junior when a strange man picks him up in a turbocopter. The man, Aldus Teron, is up to no good so Ace rescues Junior when jumps from Teron and gets into a very high dive with Ace. Teron goes back to Ingen Laboratories and le",25.0,1.0,1999-08-07,nan,1
3842,nan,Henry van Lyck,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2659,The Ties That Kill,nan,"Financially strapped, Dan and Lisa Carlson leave Tacoma, WA with their young twin boys to live in a small home on the property of Dan's parents. Enter Shawn, Dan's best friend, and soon a web of intrigue and familial conflict becomes a lurid murder.",6.0,1.0,2013-12-07,nan,0
3387,nan,Oleg Tabakov,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,912,nan,Sharat Sardana,nan,nan,nan,nan,writers,0
569,nan,David Coujard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5151,nan,Sari ?stman,nan,nan,nan,nan,guestStars,0
1016,nan,Institut national de recherches arch?ologiques pr?ventives,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FR,6233,Bad Program,nan,"In the Magic Express Ace is working with Angel on a hologram device to clone to create a duplicate of himself for his newest show while Cosmo is busy playing an interactive computer game that is an adults-only rated game called Raptor XII and Cosmo isn't even at age 18. When a lightning hits the train, everything shuts down including Angel. As Ace and Cosmo inspects everything they don't realize someone is in the Express. The person is Lt. Vega and Cosmo that rated AO games are strictly for adults. Vega gets a call from Ms. LeSage, but a mysterious character comes on. The mystery character kidnaps LeSage and the mysterious character was Raptor XII. Senator Dobbs is also kidnap from Raptor XII. Raptor XII is looking for a person name Major. Raptor starts programming more of himself. Ace and Cosmo managed to escaped. But Dobbs is still in trouble.",8.0,1.0,1999-04-17,nan,0
1125,Mercy,nan,"Homicide is called in when a woman is distressed at the fact the Dr. Turner helped her brother stop suffering from his colon cancer by injecting him with a lethal dose of morphine. Other members of her family were comfortable with the way he died. Pembleton and Bayliss investigate the issue of murder or mercy. Ballard and Gharty spot their city goats at a shopping mall, where Gharty was using Ballard as a consultant in his purchase of a gift. Stivers and Falsone catch a case where a schoolgirl and the owner of a pizza parlor are murdered during the holdup of the pizza parlor. Kellerman confronts Judge Gibbons and tapes their conversation about his ruling in making the wrongful death suit a jury case. Ballard and Gharty round up their city goats after they confront their mother. Gee warns the rookie homicide detectives, Stivers and Falsone about the baggage that comes with working their first case involving the death of a child. Pembleton and Bayliss' investigation of Dr. Turner's pract",16.0,6.0,nan,nan,nan,1998-03-20,nan,1998-01-01,nan,nan,nan,263,nan,Henry Brandon,nan,nan,nan,nan,guestStars,0
5280,nan,Rodolfo Sciammarella,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6625,nan,nan,nan,13.0,1.0,nan,nan,0
507,nan,Tito Valverde,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,688,Monkey Caretaker,nan,Mike Rowe meets his match when he travels to South Africa to take care of monkeys that are being trained to go back into the wild,16.0,2.0,2006-08-29,nan,0
538,S-I--SICK D-A--DAY,nan,"Dylan becomes Kenneth’s replacement for JJ when Kenneth also gets sick. Jimmy ends up doing well with Maya’s normal duties, but he tries to keep it from her to avoid her feeling bad. Meanwhile, JJ protects Dylan from a boy she’s interested in. And despite its illness, the family bands together and pulls an all-nighter to finish Ray’s school project.",13.0,1.0,nan,nan,nan,2017-01-18,nan,2017-01-01,nan,nan,nan,212,nan,Natalie Trundy,nan,nan,nan,nan,guestStars,0
4234,Chapter 16,nan,Tension rises between Francis and Raymond Tusk as the situation with China deteriorates. A battle in the Senate pits Francis against the Republicans.,3.0,2.0,nan,nan,nan,2014-02-14,nan,2014-01-01,nan,nan,nan,6616,nan,Valerie Bertinelli,nan,nan,nan,nan,actor,0
3492,Romantic Pioneers 1750-1805,nan,"'This programme features excerpts from Jonathan Smart's 'Jubilate Agno', written in Bedlam, five poems by Blake, Coleridge's 'Kubla Khan', and Wordsworth's 'The Solitary Reaper' - a fine example of ''emotion recollected in tranquillity''.",9.0,1.0,nan,nan,nan,1984-10-21,nan,1984-01-01,nan,nan,nan,6340,"Romantic Pioneers, 1750-1805",nan,"Imagination loosed in William Blake, Christopher Smart, Samuel Taylor Coleridge, and William Wordsworth. Featured performers: Peggy Ashcroft, Julian Glover, and Ian Richardson.",9.0,1.0,1984-10-21,nan,1
2144,A Family Out of Us,nan,nan,21.0,1.0,nan,nan,nan,1954-02-07,nan,1954-01-01,nan,nan,nan,175,nan,Elizabeth Reaser,nan,nan,nan,nan,guestStars,0
3510,nan,Edwin Frinking,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7521,Flatmates,nan,"After Freddie and Stuart have a falling out, Stuart moves in with Ash and Violet moves in with Freddie.",5.0,2.0,2015-06-29,nan,0
5587,nan,Lee Jin-wook,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4981,nan,Lee Jin-Wook,nan,nan,nan,nan,actor,1
3563,nan,Arte ,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,FR,2366,nan,Barry Morse,nan,nan,nan,nan,guestStars,0
5115,nan,Simon Otto,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7555,Presenting document Man On Wire,nan,nan,73.0,0.0,2014-10-22,nan,0
479,nan,Aleksandr Ostrovsky,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2064,C-E-- CELEBRITY S-U-- SUITE,nan,"When the DiMeos land in the hospital on Thanksgiving, Maya’s determination to save the holiday leads to an uneasy truce with her rival, Melanie Hertzal; and Jimmy gets jealous when Kenneth bonds with his brother, Billy. Meanwhile, wounds from an old breakup are re-opened, but Ray finds brand-new love in an unlikely place",6.0,3.0,2018-11-16,nan,0
2434,Flesh Hunter 8,nan,There are no words to adequately describe the action that takes place within this movie! Hardcore maverick Jules Jordan organizes the latest flesh hunt with some real game girls. See Alexis use her strap-on and Kylie get candle-wax training.,nan,nan,nan,nan,nan,2005-02-28,nan,2005-01-01,240,nan,nan,845,Girl Model,nan,nan,48.0,0.0,2013-12-18,nan,0
101,nan,Zoran Sruk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1706,Laos - Part 4,nan,nan,4.0,2.0,2014-10-03,nan,0
3622,nan,James Moriana,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2912,nan,Juliet May,nan,nan,nan,nan,directors,0
5043,nan,Manish Acharya,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7440,Time For Judgement,nan,"Kang Woo runs into Kang Min Soo, the culprit he believes is the serial killer from three years ago but loses him. Soon after, Kang Woo who is now the team leader for the Golden Time Team’s Dispatch Team is called to neutralize a situation where a father of a sexually assaulted daughter holds a knife to her molester. However, Yeom Gi Tae, the molester, is set free only to have another scheme up his sleeve.",3.0,2.0,2018-08-18,nan,0
2944,Episode 6,nan,nan,6.0,1.0,nan,nan,nan,2014-06-17,nan,2014-01-01,nan,nan,nan,3031,nan,Rachel Schneebaum,nan,nan,nan,nan,guestStars,0
2161,nan,Massimo Rosi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3390,Sewer Inspector,nan,"Sewer inspector, disaster cleanup crew member (basement sewer), demolition worker (office building interior) ",2.0,1.0,2005-08-02,nan,0
2952,Golden Voice,nan,"At the Croesus Palace Casino, Mona sings her heart out to the delight of her fans including Ace. She's the finalist of the Golden Voice Award for the best new song. Someone then throws a bouquet of flowers on the stage but it also contain deadly snakes. Ace saves Mona while Cosmo tries to go after the suspect. Unfortuately, Spade and Diamond gets in the way, allowing the suspect to escape. Later, Ace and Cosmo learned that it's not the first time Mona has been threaten. Even Mona's father, Black Jack concerned for her safety and insists that she drops out of the competition. She tells him off and goes with Ace to the Sensa-News studios after losing Spade and Diamond who when they were suppose to watch over her. Mona has to introduce the other nominees: Nesh Divine, whose Cosmo's favorite singer. And Demonia Deadly, a heavy metal singer bent on winning. Nesh recieves an ordinary box of candy which is actually a box of deadly spiders which are loose in her trailer. Ace helps her stop the",15.0,1.0,nan,nan,nan,1999-06-12,nan,1999-01-01,nan,nan,nan,3568,nan,George Buza,nan,nan,nan,nan,guestStars,0
1430,nan,Gerard Butler,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7546,N-E-- NEW JJ,nan,"Seeking a new outlet for her superpowers as JJ prepares for college, Maya sets her sights on a receptive Ray. JJ gets involved in a (too) high stakes poker game, while Dylan discovers what really happens after her bedtime.",4.0,3.0,2018-11-02,nan,0
2385,nan,Panic Pictures,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4322,nan,Tarja Halonen,nan,nan,nan,nan,guestStars,0
2791,Tower Top Hand,nan,A radio-communications tower rises in North Dakota; Mike visits a Hollywood soundstage to commemorate his experiences in all 50 states.,9.0,8.0,nan,nan,nan,2012-02-07,nan,2012-01-01,nan,nan,nan,1305,nan,Maribel Mart?n,nan,nan,nan,nan,actor,0
4148,The Smoking Jacket,nan,'His father's smoking jacket and ''''bathroom contamination'''' cause grief for Larry.,6.0,5.0,nan,nan,nan,2005-11-06,nan,2005-01-01,nan,nan,nan,43,nan,Kulvinder Ghir,nan,nan,nan,nan,actor,0
2070,"Now Museum, Now You Don't",nan,"'Dr. Jonas Venture Jr. builds a museum in honor of his ''father,'' and invites all of Jonas Sr.'s old friends and enemies to the grand opening.",9.0,3.0,nan,nan,nan,2008-07-27,nan,2008-01-01,nan,nan,nan,3203,"Now Museum, Now You Don't",nan,"'Dr. Jonas Venture Jr. builds a museum in honor of his ''father,'' and invites all of Jonas Sr.'s old friends and enemies to the grand opening.",9.0,3.0,2008-07-27,nan,1
2741,The Heart of a Saturday Night,nan,"Family members of murder victims (Widmer, Rath and Silvio) are in a support group where they discuss their feelings about the loss they have each suffered. Short-handed, Gee investigates the Widmer homicide at the Waterfront Bar. Bayliss' homicide is unidentified for 48 hours before she is identified as being Rath. Lewis and Munch investigate a car jacking at Federal Hill, where the mother is the victim and the 3-year-old daughter in the car at the time is missing. Meanwhile, Howard, Kellerman and Pembleton stay behind. Frank interviews the two witnesses that Tim had in for questioning and gets a lead on a suspect. Cox joins the support group meeting late; she is still coping with the death of her father.",7.0,5.0,nan,nan,nan,1996-11-15,nan,1996-01-01,nan,nan,nan,7510,Chapter 3,nan,Francis heads for his hometown to deal with a crisis. Zoe negotiates the politics of being a journalist on the rise. Claire finds herself a new business partner.,3.0,1.0,2013-02-01,nan,0
