tableA_id,tableA_title,tableA_authors,tableA_venue,tableA_year,tableB_id,tableB_title,tableB_authors,tableB_venue,tableB_year,label
1277,Towards an Infrastructure for Temporal Databases: Report of an Invitational ARPA/NSF Workshop,"Ramez Elmasri, Richard T. Snodgrass, Babis Theodoulidis, Inderpal Singh Mumick, Arie Segev, M. Tamer ?zsu, Umeshwar Dayal, Niki Pissinou, Barbara Pernici",SIGMOD Record,1994,46423,Distributed Component Object Model Protocol,"N Brown, C Kindel",nan,nan,0
2117,Approximate String Joins in a Database (Almost) for Free,"Luis Gravano, H. V. Jagadish, Panagiotis G. Ipeirotis, S. Muthukrishnan, Divesh Srivastava, Nick Koudas",VLDB,2001,26523,Taxane containing regimens for metastatic breast cancer,"D Ghersi, N Wilcken, J Simes, E Donoghue","Cochrane Database Syst Rev,",2003.0,0
1608,Multi-dimensional Selectivity Estimation Using Compressed Histogram Information,"Deok-Hwan Kim, Ju-Hong Lee, Chin-Wan Chung",SIGMOD Conference,1999,8096,Vocal Access to a Newspaper Archive: Design Issues and Preliminary Investigations,F Crestani,nan,nan,0
2049,Rainbow: Multi-XQuery Optimization Using Materialized XML Views,"Brian Murphy, Elke A. Rundensteiner, Bradford Pielech, Maged El-Sayed, Mukesh Mulchandani, Luping Ding, Katica Dimitrova, Ling Wang, Xin Zhang",SIGMOD Conference,2003,32341,An expression for bed-load transportation,MS Yalin,"Proc. ASCE,",nan,0
1517,The Propel Distributed Services Platform,"Runping Qi, Kuan Yee, Brian Sterling, Nicolas Adiba, Michael J. Carey, David Rieber, Steve Kirsch, Michael Blow, John C. Shafer, Rajendra Panwar, Daniela Florescu, Mary Roth, Dan Wineman, David Li, Bert Van der Linden, Brian Vickery, Ivan Oprencak, Tolga Urhan",VLDB,2001,18744,A statistical approach to incomplete information in database systems,E Wong,"ACM Transactions on Database Systems,",1982.0,0
1779,What Will Be - Book Review,Paul W. P. J. Grefen,SIGMOD Record,2002,5517,A Case for Redundant Arrays of In???expensive Disks (RAID),"DA Patterson, G Gibson, RH Katz","Proceedings of the ACM SIGMOD International Conference  &hellip;,",nan,0
1381,Political Winds Change Direction Again,Xiaolei Qian,SIGMOD Record,1995,48908,Washington State community colleges: Impact on the economy of the stare,S Jackson,"Seattle: Washington State Board for Community College  &hellip;,",1978.0,0
907,Editor's Notes,Ling Liu,SIGMOD Record,2003,28937,Modelling temporal data,AU Tansel,"Information and Software Technology,",1990.0,0
1163,Metadata in Video Databases,"Ramesh Jain, Arun Hampapur",SIGMOD Record,1994,27842,TRAINING NEEDS ASSESSMENT OF THE COPPER ENGINEERING GROUP AT ADC,J Wachter,2001,nan,0
2094,A Critique of ANSI SQL Isolation Levels,"Philip A. Bernstein, Patrick E. O'Neil, Hal Berenson, Elizabeth J. O'Neil, Jim Melton, Jim Gray",SIGMOD Conference,1995,40361,Ohio's Mahoning Valley Regional Metropatterns: A Regional Agenda for Community and Stability,"M Orfield, T Luce","Metropolitan Area Research Corporation,",nan,0
2147,Warping Indexes with Envelope Transforms for Query by Humming,"Dennis Shasha, Yunyue Zhu",SIGMOD Conference,2003,60257,Supporting Amybe Algebra in the Associative Search Language Machine (ASLM),"LL Miller, AR Hurson","SIGMOD Record,",1987.0,0
241,Incremental Clustering for Mining in a Data Warehousing Environment,"Xiaowei Xu, Michael Wimmer, J?rg Sander, Martin Ester, Hans-Peter Kriegel",VLDB,1998,34019,Tighter Bounding Volumes for Better Occlusion Performance,"D Bartz, J Klosowski, D Staneker","Visual Proc. of ACM SIGGRAPH,",nan,0
1518,Cost Estimation of User-Defined Methods in Object-Relational Database Systems,"Kinji Ono, Jihad Boulos",SIGMOD Record,1999,4605,Cost estimation of user-defined methods in object-relational database systems,"B Jihad, O Kinji",SIGMOD Record,nan,1
1048,Robust and Efficient Fuzzy Match for Online Data Cleaning,"Surajit Chaudhuri, Kris Ganjam, Venkatesh Ganti, Rajeev Motwani",SIGMOD Conference,2003,47282,"Phosphorus, the Key Element in Eutrophication Control",RA Vollenweider,"Proceedings of the International Conference on Management  &hellip;,",nan,0
90,New Programs at DARPA and NSF,Xiaolei Qian,SIGMOD Record,1996,7568,Agent-Based Business Process Management,"NR Jennings, P Faratin, MJ Johnson, TJ Norman, ME",nan,nan,0
1533,Keynote Address,Robert S. Epstein,SIGMOD Conference,1995,17836,Effect of Temperature on the Extraction of Uranium (VI) from Nitric Acid by Tri-n-butylphosphate,"SV Bagawde, PRV Rao, VV Ramakrishna, SK Patil","BARC-952, Bhabha Atomic Research Centre, Bombay, India,",nan,0
1852,Filter Trees for Managing Spatial Data over a Range of Size Granularities,"Kenneth C. Sevcik, Nick Koudas",VLDB,1996,28168,Preparing Instructors for Online Instruction,"AD Fein, MC Logan","New Directions for Adult and Continuing Education,",2003.0,0
799,Materialized View Selection for Multidimensional Datasets,"Jeffrey F. Naughton, Amit Shukla, Prasad Deshpande",VLDB,1998,14886,Choosing the Pick of the Litter,"S Van Arsdale, J Sisk","PC Magazine,",nan,0
2227,On Views and XML,Serge Abiteboul,SIGMOD Record,1999,36404,"Dynamics and Controls of the Near-Surface Heat Island of Vancouver, British Columbia","KE Runnalls, TR Oke","PHYSICAL GEOGRAPHY,",2000.0,0
534,Generic Schema Matching with Cupid,"Philip A. Bernstein, Erhard Rahm, Jayant Madhavan",VLDB,2001,46158,A Top-Down Approach For Two Level Serializability,AAAAA ALGERIE,nan,nan,0
1509,"Counting, Enumerating, and Sampling of Execution Plans in a Cost-Based Query Optimizer","C?sar A. Galindo-Legaria, Florian Waas",SIGMOD Conference,2000,6905,An Honorable Mention Project,D Lerner,"SOCIAL STUDIES AND THE YOUNG LEARNER,",1999.0,0
2433,A Survey of Logical Models for OLAP Databases,"Timos K. Sellis, Panos Vassiliadis",SIGMOD Record,1999,28958,"An Introduction to Enumeration and Graph Theory, 2002","M Bona, AWT Combinatorics",nan,nan,0
2512,A simple algorithm for finding frequent elements in streams and bags,"Scott Shenker, Christos H. Papadimitriou, Richard M. Karp",ACM Trans. Database Syst.,2003,59201,Interacting plans,BC Bruce,"ACM SIGART Bulletin,",1978.0,0
1622,Implementing Lazy Database Updates for an Object Database System,"Fabrizio Ferrandina, Thorsten Meyer, Roberto Zicari",VLDB,1994,50900,An ECN-based end-to-end congestion-control framework: experiments and evaluation,"P Key, D McAuley",nan,nan,0
477,Chair's Message,Richard T. Snodgrass,SIGMOD Record,1999,56608,Public Purpose and Public Accountability in Liberal Education.,MS McPherson,"New Directions for Higher Education,",1994.0,0
1519,Safe Query Languages for Constraint Databases,Peter Z. Revesz,ACM Trans. Database Syst.,1998,4768,The JOBS evaluation: monthly participation rates in three sites and factors affecting participation,G Hamilton,nan,nan,0
787,Query Optimization in the Presence of Limited Access Patterns,"Dan Suciu, Ioana Manolescu, Daniela Florescu, Alon Y. Levy",SIGMOD Conference,1999,18550,"Placing trust, trusting place: on the social construction of offshore financial centres",AC Hudson,"POLITICAL GEOGRAPHY,",1998.0,0
2396,Storing Semistructured Data with STORED,"Alin Deutsch, Mary F. Fernandez, Dan Suciu",SIGMOD Conference,1999,45103,Abstracted Painterly Renderings Using Eye-Tracking Data,"D DeCarlo, A Santella","Proc. ACM SIGGRAPH,",nan,0
1648,DataBlitz Storage Manager: Main Memory Database Performance for Critical Applications,"P. P. S. Narayan, S. Sudarshan, S. Gogate, J. Miller, Abraham Silberschatz, C. Gupta, Jerry Baulier, M. Wilder, Henry F. Korth, Peter McIlroy, S. Haldar, S. Seshadri, Philip Bohannon, C. Wei, A. Khivesera, S. Joshi, Rajeev Rastogi, M. Nemeth",SIGMOD Conference,1999,5493,DAISY: A Simulation???Based High???Level Synthesis Tool for Modulators,"K Francken, P Vancorenland, G Gielen",Proceedings IEEE/ACM International Conference on Computer???,nan,0
628,Adaptive Precision Setting for Cached Approximate Values,"Boon Thau Loo, Jennifer Widom, Chris Olston",SIGMOD Conference,2001,57662,Report on the Object-Oriented Database Workshop: Implementation Aspects (OOPSLA'87 Workshop).,ACMS Anthology,"SIGMOD Record,",1988.0,0
1068,Pixel-oriented Database Visualizations,Daniel A. Keim,SIGMOD Record,1996,36648,Approval of The Graduate School of Natural and Applied Sciences of The,?? ATALAY,2003,nan,0
1618,SQL/XML is Making Good Progress,"Andrew Eisenberg, Jim Melton",SIGMOD Record,2002,48927,Computer Code LOLA,RM De Vries,"&hellip;  Laboratory, University of Washington, Seattle, Washington,",nan,0
1830,Data Integration in the Large: The Challenge of Reuse,"Leonard J. Seligman, Arnon Rosenthal",VLDB,1994,22425,An improved method for microscopical diagnosis of intermittent fevers,R ROSS,"Lancet, i,",nan,0
1470,Unbundling Active Functionality,"Hans Fritschi, Arne Koschel, G?nter von B?ltzingsloewen, Stella Gatziu",SIGMOD Record,1998,14804,SHORE: Combining the Best Features of OODBMS and File Systems,S Team,"SIGMOD Conference,",nan,0
284,ARIES/CSA: A Method for Database Recovery in Client-Server Architectures,"C. Mohan, Inderpal Narang",SIGMOD Conference,1994,47821,A system for piano education beyond notation literacy,"SW Smoliar, JA Waterworth, PR Kel-LOCK",Proceedings of ACM,nan,0
926,Semantic Data Caching and Replacement,"Bj?rn ??r J?nsson, Shaul Dar, Divesh Srivastava, Michael Tan, Michael J. Franklin",VLDB,1996,656,"??., Srivastava, D., and Tan, M., 1996, Semantic Data Caching and Replacement","S Dar, MJ Franklin, B J?³nsson",&hellip;  of the 22 thInternational Conference on Very Large Data,nan,1
1925,An Ontological Analysis of the Relationship Construct in Conceptual Modeling,"Veda C. Storey, Yair Wand, Ron Weber",ACM Trans. Database Syst.,1999,16885,Dividend Initiations and Earnings Surprises,"ML Lipson, CP Maquieira, W Megginson",nan,nan,0
574,Expressing Business Rules,Ronald G. Ross,SIGMOD Conference,2000,36420,Expressing Business Rules,RG Ross,nan,nan,1
2364,On Database Theory and XML,Dan Suciu,SIGMOD Record,2001,11463,On Database Theory and XML,D Suciu,"SIGMOD Record,",2001.0,1
695,Novel Approaches in Query Processing for Moving Object Trajectories,"Yannis Theodoridis, Dieter Pfoser, Christian S. Jensen",VLDB,2000,42509,PCR protocols: a guide to methods and applications,"TJ White, T Bruns, S Lee??¦",1990,nan,0
1029,NonStop SQL/MX Publish/Subscribe: Continuous Data Streams in Transaction Processing,Hansj?rg Zeller,SIGMOD Conference,2003,45291,"Torr?©faction, Cacao et Chocolat Production Utilisation Caract?©ristiques, 254, 1998",E Cros,nan,nan,0
720,Grid and Applications (Industrial Session),Frank Leymann,VLDB,2003,51616,Database Research for the Current Millennium,D Florescu,"Data Engineering, 2004. Proceedings. 20th International",nan,0
1937,Real-Time Database - Similarity Semantics and Resource Scheduling,"Tei-Wei Kuo, Aloysius K. Mok",SIGMOD Record,1996,45678,Recent advances in antilock braking systems and traction control systems,"L Austin, D Morrey","PROCEEDINGS-INSTITUTION OF MECHANICAL ENGINEERS PART D  &hellip;,",2000.0,0
2046,Efficient schemes for managing multiversionXML documents,"Shu-Yao Chien, Carlo Zaniolo, Vassilis J. Tsotras",VLDB J.,2002,58241,"A 40 YEARS HINDCAST OF WIND, SEA LEVEL AND WAVES IN EUROPEAN WATERS","CG Soares, R Weisse, JC Carretero, E Alvarez",nan,nan,0
211,Implementing XQuery,Paul Cotton,SIGMOD Conference,2002,54669,Implementing XQuery,P Cotton,nan,nan,1
2260,Adaptive Index Structures,"Yufei Tao, Dimitris Papadias",VLDB,2002,4544,Example-Based Machine Translation on a Massively Parallel Processor,N Takahashi??¦,"Procs. of IJCAI,",nan,0
755,Cache Conscious Indexing for Decision-Support in Main Memory,"Kenneth A. Ross, Jun Rao",VLDB,1999,3561,Strengthening the Student Aid System in the Community Colleges.,R Johnson,"New Directions for Higher Education,",1982.0,0
70,Static Analysis Techniques for Predicting the Behavior of Active Database Rules,"Alexander Aiken, Jennifer Widom, Joseph M. Hellerstein",ACM Trans. Database Syst.,1995,22261,Relations Between Quadratic Forms and Certain Galois Extensions,F Villegas,1987,nan,0
918,The Design of a Retrieval Technique for High-Dimensional Data on Tertiary Storage,"Ratko Orlandic, Craig Swietlik, Jack Lukaszuk",SIGMOD Record,2002,52901,Full text Full text available on the Publisher site Publisher SiteSource BT Technology Journal,"MC Revett, MDT Knul, L Stephens","BT Technology Journal,",1997.0,0
122,Application of OODB and SGML Techniques in Text Database: An Electronic Dictionary System,Jian Zhang,SIGMOD Record,1995,38196,Heidi II: a test-bed for interactive multimedia delivery and communication,"M Ott, G Michelitsch, J Hearn, D Reininger, V","Proceedings of the third ACM international conference on  &hellip;,",1995.0,0
434,A Bayesian decision model for cost optimal record matching,"George V. Moustakides, Vassilios S. Verykios, Mohamed G. Elfeky",VLDB J.,2003,36487,Extracting reliable data from the fetal MCG,"JG Stinstra, MJ Peters, HWP Quartero",nan,nan,0
288,Reminiscences on Influential Papers,"Per-?ke Larson, Luis Gravano, Stefano Ceri, Leonid Libkin, Tova Milo, Kenneth A. Ross",SIGMOD Record,2001,48690,Temperature-Dependent Switch between Diurnal and Nocturnal Foraging in Salmon,"NHC Fraser, NB Metcalfe, JE Thorpe","Proceedings: Biological Sciences,",1993.0,0
2335,Template-Based Wrappers in the TSIMMIS System,"Joachim Hammer, Hector Garcia-Molina, Svetlozar Nestorov, Ramana Yerneni, Markus M. Breunig, Vasilis Vassalos",SIGMOD Conference,1997,50749,Verifying scenarios with time Petri-nets,"J Lee, JI Pan, JY Kuo","Information &amp; Software Technology,",2001.0,0
856,Tail Recursion Elimination in Deductive Databases,Kenneth A. Ross,ACM Trans. Database Syst.,1996,5016,Helpers Liberate Female Fairy-Wrens from Constraints on Extra-Pair Mate Choice,"RA Mulder, PO Dunn, A Cockburn, KA Lazenby-Cohen,","Proceedings: Biological Sciences,",1994.0,0
1152,A Requirement-Based Approach to Data Modeling and Re-Engineering,"Christian T. Ramiller, Alice H. Muntz",VLDB,1994,6711,Respirometric evaluation of process kinetic and stoichiometry for aerobic systems PhD thesis,E Ubay C??okgo??r,"Istanbul Technical University,",nan,0
2266,2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm,"Dennis Shasha, Theodore Johnson",VLDB,1994,45251,The Role of the Science Dean,JM Gentile,"New Directions for Higher Education,",2002.0,0
599,Gigascope: high performance network monitoring with an SQL interface,"Yuan Gao, Theodore Johnson, Charles D. Cranor, Vladislav Shkapenyuk, Oliver Spatscheck",SIGMOD Conference,2002,29010,Seattle Washington.???,M Transit,"Riderlink Demonstration Project Evaluation Report.???  &hellip;,",nan,0
1412,Document Management as a Database Problem,Rudolf Bayer,VLDB,1995,49553,Document Management as a Database Problem,R Bayer,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1995.0,1
1921,Fundamentals of data warehouses: 2nd revised and extended edition,Vernon Hoffner,SIGMOD Record,2003,55126,Expression of Emotion as Part of the Work Role,"A Rafaeli, RI Sutton","The Academy of Management Review,",1987.0,0
1569,Maintaining Coherency of Dynamic Data in Cooperating Repositories,"Shetal Shah, Krithi Ramamritham, Prashant J. Shenoy",VLDB,2002,29030,May 2001b. Software Engineering Metrics for COTS-Based Systems,"S Sedigh-Ali, A Ghafoor, RA Paul",IEEE,nan,0
896,From Data Independence to Knowledge Independence: An on-going Story,Laurent Vieille,VLDB,1998,12899,From Data Independence to Knowledge Independence: An on-going Story,L Vieille,"PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON VERY LARGE  &hellip;,",1998.0,1
1677,Improving Performance with Bulk-Inserts in Oracle R-Trees,"Ning An, Siva Ravada, Kothuri Venkata Ravi Kanth",VLDB,2003,4732,Improving Performance with Bulk-Inserts in Oracle R-Trees,"N An, S Ravada","VLDB,",2003.0,1
1306,QXtract: A Building Block for Efficient Information Extraction from Plain-Text Databases,"Luis Gravano, Eugene Agichtein",SIGMOD Conference,2003,4751,On the Derivation of Cosmic Ray Specific Yield Functions,"WR Webber, JJ Quenby","Phil. Mag,",nan,0
2451,Infomaster: An Information Integration System,"Arthur M. Keller, Michael R. Genesereth, Oliver M. Duschka",SIGMOD Conference,1997,23563,???Multimedia-Technologie PowerPack ???Springer-Verlag Berlin Heidelberg Oktober 2000,R Steinmetz,nan,nan,0
2312,An Efficient Method for Performing Record Deletions and Updates Using Index Scans,C. Mohan,VLDB,2002,40675,Concept Decompositions for Large Sparse Text Data Using Clustering,"IS Dhillon, DS Modha","Machine Learning,",2001.0,0
823,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. B?hlen, Christian S. Jensen",VLDB,1999,57189,Regional gradient controllability of parabolic systems,"E Zerrik, A Boutoulout, A Kamal","APPLIED MATHEMATICS AND COMPUTER SCIENCE,",1999.0,0
1927,Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses,"Helen M. Thomas, Krithi Ramamritham, Anindya Datta",VLDB,1999,32490,GIS Applications in Archaeology,A Monts-Homkey,"Santa Barbara, University of Southern California,",nan,0
1702,A scalable hash ripple join algorithm,"Peter J. Haas, Jeffrey F. Naughton, Gang Luo, Curt Ellmann",SIGMOD Conference,2002,15994,The modelling phase of JSD.,JR Cameron,"Information and Software Technology,",1988.0,0
734,Access Path Support for Referential Integrity in SQL2,"Joachim Reinert, Theo H?rder",VLDB J.,1996,45809,A Bayesian Approach to Learning Causal,D Heckerman,"Technical Report MSR-TR-95-04, Microsoft Research, March, 1995.",nan,0
