tableA_id,tableA_https://www.scads.de/movieBenchmark/ontology/title,tableA_https://www.scads.de/movieBenchmark/ontology/name,tableA_http://dbpedia.org/ontology/episodeNumber,tableA_http://dbpedia.org/ontology/seasonNumber,tableA_http://dbpedia.org/ontology/deathYear,tableA_http://dbpedia.org/ontology/birthYear,tableA_https://www.scads.de/movieBenchmark/ontology/endYear,tableA_https://www.scads.de/movieBenchmark/ontology/startYear,tableA_https://www.scads.de/movieBenchmark/ontology/genre_list,tableA_https://www.scads.de/movieBenchmark/ontology/primaryProfessions,tableA_https://www.scads.de/movieBenchmark/ontology/runtimeMinutes,tableB_id,tableB_https://www.scads.de/movieBenchmark/ontology/title,tableB_https://www.scads.de/movieBenchmark/ontology/name,tableB_http://dbpedia.org/ontology/abstract,tableB_http://dbpedia.org/ontology/episodeNumber,tableB_http://dbpedia.org/ontology/seasonNumber,tableB_http://dbpedia.org/ontology/numberOfSeasons,tableB_http://dbpedia.org/ontology/numberOfEpisodes,tableB_http://dbpedia.org/ontology/birthDate,tableB_http://dbpedia.org/ontology/releaseDate,tableB_https://www.scads.de/movieBenchmark/ontology/last_air_date,tableB_https://www.scads.de/movieBenchmark/ontology/release_year,tableB_http://dbpedia.org/ontology/runtime,tableB_https://www.scads.de/movieBenchmark/ontology/genre_list,tableB_https://www.scads.de/movieBenchmark/ontology/origin_country,label
3037,Full Moon,nan,17.0,4.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,1864,nan,Matthew Comer,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1104,nan,Thomas Browne Henry,nan,nan,1980-01-01,1907-01-01,nan,nan,nan,"actor,miscellaneous",nan,320,nan,Frank Lanning,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
978,nan,Jean Allison,nan,nan,nan,1929-01-01,nan,nan,nan,"actress,soundtrack",nan,1564,nan,Terence Bayler,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
891,nan,Nevena Kokanova,nan,nan,2000-01-01,1938-01-01,nan,nan,nan,"actress,director",nan,4182,nan,Nevena Kokanova,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
3208,nan,Nathaniel Parker,nan,nan,nan,1962-01-01,nan,nan,nan,"actor,producer",nan,3261,The Prophecy,nan,"One dark and stormay night, a gypsy name Nasica predicts a deal going down between Black Jack and someone else. But after a lightning her trailer her crystal ball lets her see something dangerous in store for Electro City. When Black Jack discovers her authenticity, he sends Spade and Diamond after her. She runs into the basement of the Ring Theatre and hides in a storage box while Ace is performing his show. She may have escaped but not before Spade and Diamond cause trouble for Ace and Cosmo during the performance. Ace and Cosmo later find Nasica in the Magic Express, and she explains the situation. Ace has a hard time believing her story, but one piece at a time the strange story begins to get together: First the dangerous subtance in a storage box turns out to be strotium, a radium block which at present is unstable and lethal. Second, the way the city is the contaminated is by the water supply, which leads to one of the city reservoirs. Finally, Ace notices Black Jack and Dr. Park",6.0,1.0,nan,nan,nan,1999-04-03,nan,1999-01-01,nan,nan,nan,0
1156,Nginiig,nan,nan,nan,nan,nan,2006-01-01,2003-01-01,Horror,nan,nan,5554,Voice,nan,"Two detectives teamed up to catch a serial killer who murdered their family. Moo Jin Hyuk's life spiraled out of control after his wife was murdered. He starts to put himself together after he meets Kang Kwon Joo, US-graduated voice-profiler, who lost her police father to the same serial killer. They work together on the 112 (emergency telephone number) call center team.",nan,nan,3.0,44.0,nan,2017-01-14,2019-06-30,2017-01-01,60,Crime,KR,0
4538,nan,Art Fleming,nan,nan,1995-01-01,1924-01-01,nan,nan,nan,actor,nan,131,nan,Richard Llewellyn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
916,nan,Keith Samples,nan,nan,nan,1955-01-01,nan,nan,nan,"director,producer,miscellaneous",nan,5596,nan,Bridget Hoffman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3543,Officer Krupke,nan,8.0,7.0,nan,nan,nan,2009-01-01,Comedy,nan,29.0,1269,nan,Barbara Bolton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2608,Hello Goodbye,nan,28.0,1.0,nan,nan,nan,2016-01-01,"Animation,Comedy,Family",nan,nan,5715,Hello Goodbye,nan,Monty wonders if it is possible to feel both happy and sad at the same time.,28.0,1.0,nan,nan,nan,2016-09-14,nan,2016-01-01,nan,nan,nan,1
2843,The Lamp,nan,4.0,2.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,1797,How I Got My Beads,nan,"Simon remembers his mother's experiments with the occult and his grandmother's return from a mental hospital, which saw her change rather radically from the nicest granny in the world. Featuring conjoined twins and a bingo caller.",3.0,1.0,nan,nan,nan,2008-10-16,nan,2008-01-01,nan,nan,nan,0
3157,nan,Robert F. Simon,nan,nan,1992-01-01,1908-01-01,nan,nan,nan,actor,nan,3399,nan,Tomoyuki Abe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
887,The True Test,nan,8.0,5.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,2945,New Arrivals,nan,"Huw can walk again. Ifor and Bronwen are married. lanto devotes himself to union work, but can still watch with interest as Owen's affection for Marged Evans begins to fade.",2.0,1.0,nan,nan,nan,1976-01-05,nan,1976-01-01,nan,nan,nan,0
3746,nan,Phil Phillips,nan,nan,nan,nan,nan,nan,nan,"actor,soundtrack",nan,3737,nan,Leslie Stevens,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3302,nan,Rico Alaniz,nan,nan,2015-01-01,1919-01-01,nan,nan,nan,actor,nan,893,Mutiny,nan,nan,13.0,1.0,nan,nan,nan,1957-12-26,nan,1957-01-01,nan,nan,nan,0
2444,nan,Madeleine Taylor Holmes,nan,nan,1987-01-01,1914-01-01,nan,nan,nan,actress,nan,165,nan,Luis Chao,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3281,nan,Peter Oehme,nan,nan,2001-01-01,1920-01-01,nan,nan,nan,"actor,director",nan,74,nan,Lila Lakshmanan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3313,nan,Pitt Herbert,nan,nan,1989-01-01,1914-01-01,nan,nan,nan,actor,nan,5305,nan,Kari Skogland,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
875,nan,Walter Kingsford,nan,nan,1958-01-01,1881-01-01,nan,nan,nan,"actor,soundtrack",nan,4226,Ordinary story,nan,"The film is a play based on the novel “An Ordinary History” by Ivan Goncharov directed by the Sovremennik Moscow Theater. The main roles were played by Oleg Tabakov, Mikhail Kozakov, Lyudmila Ivanova, Anastasia Vertinskaya and others.",nan,nan,nan,nan,nan,1970-12-31,nan,1970-01-01,136, Romance,nan,0
3544,nan,Al Breneman,nan,nan,nan,1940-01-01,nan,nan,nan,actor,nan,360,nan,Suzanne Schiffman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3371,nan,Pavel Landovsk?,nan,nan,2014-01-01,1936-01-01,nan,nan,nan,actor,nan,4162,nan,Janet Tebrooke,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1265,nan,Stephanie Morgenstern,nan,nan,nan,1965-01-01,nan,nan,nan,"actress,writer,producer",nan,1775,nan,Carroll Clark,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4107,nan,Susan Morrow,nan,nan,1985-01-01,1931-01-01,nan,nan,nan,actress,nan,3701,nan,Kei Ajiki,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4771,nan,Geoffrey Deuel,nan,nan,nan,1943-01-01,nan,nan,nan,actor,nan,4384,Brad Pitt,nan,Brad Pitt sits down with Zach Galifianakis for his second most memorable interview yet.,20.0,1.0,nan,nan,nan,2014-10-22,nan,2014-01-01,nan,nan,nan,0
1013,nan,Daniel Grao,nan,nan,nan,1976-01-01,nan,nan,nan,actor,nan,3068,House of Cards,nan,"'Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C. House of Cards is an adaptation of a previous BBC miniseries of the same name, which is based on the novel by Michael Dobbs.",nan,nan,6.0,73.0,nan,2013-02-01,2018-11-02,2013-01-01,50,Drama,US,0
2853,nan,Koen van der Molen,nan,nan,nan,nan,nan,nan,nan,actor,nan,2291,nan,Vittorio Trentino,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
551,nan,Raymond Chandler,nan,nan,1959-01-01,1888-01-01,nan,nan,nan,"writer,actor",nan,1361,nan,Lee Warburton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5018,nan,Linda Bennett,nan,nan,nan,1946-01-01,nan,nan,nan,"actress,soundtrack",nan,5270,Letter to Loretta: Prisoner at One O'Clock,nan,nan,3.0,1.0,nan,nan,nan,1953-10-04,nan,1953-01-01,nan,nan,nan,0
4513,Narcissus,nan,20.0,5.0,nan,nan,nan,1997-01-01,"Crime,Drama,Mystery",nan,nan,51,Our Sacred Honor,nan,nan,13.0,2.0,nan,nan,nan,1954-11-28,nan,1954-01-01,nan,nan,nan,0
1696,Chapter 68,nan,3.0,6.0,nan,nan,nan,2018-01-01,Drama,nan,53.0,1782,nan,Sam Douglas,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
447,nan,Olivia Stambouliah,nan,nan,nan,1982-01-01,nan,nan,nan,actress,nan,5093,nan,Gary Nelson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4922,Bell Maker,nan,25.0,2.0,nan,nan,nan,2006-01-01,Reality-TV,nan,44.0,2229,nan,Barrie Melrose,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1609,nan,Ingrid Resch,nan,nan,nan,1935-01-01,nan,nan,nan,actress,nan,750,nan,Zden?k Podh?rsk?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2310,Donald's Friend,nan,13.0,1.0,nan,nan,nan,1960-01-01,"Adventure,Drama,Family",nan,30.0,3687,F-I– FIRST S-E– SECOND F– FIRST DAY,nan,"When Maya encourages the parents of the new special needs kids at Lafayette High to demand full-time aides, the school administrators tell her anything the new students get will spell losses for her beloved JJ. Meanwhile, Dylan develops a hooky habit, unprepared as she is to return to the same school for a second year; JJ pushes Kenneth toward romance with his teacher; and Jimmy endeavors to enjoy a long-awaited uninterrupted shower.",2.0,2.0,nan,nan,nan,2017-10-04,nan,2017-01-01,nan,nan,nan,0
54,Ede's Bombshell,nan,25.0,2.0,nan,nan,nan,1962-01-01,"Adventure,Drama,Family",nan,30.0,2293,nan,Reena Shah,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2714,nan,Gautham Raju,nan,nan,nan,nan,nan,nan,nan,editor,nan,2646,[49] Koimonogatari [1] Hitagi End - Part 1,nan,"On January 1st, Hitagi Senjyogahara makes a phone call to Deishu Kaiki, her supposed archnemesis. It was a tough decision made on her part, in order to save herself and Koyomi Araragi from their “death sentence.”",18.0,3.0,nan,nan,nan,2013-11-24,nan,2013-01-01,nan,nan,nan,0
1501,nan,Lisa Mariano,nan,nan,nan,nan,nan,nan,nan,"director,cinematographer",nan,131,nan,Richard Llewellyn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2741,nan,Taborah Johnson,nan,nan,nan,1953-01-01,nan,nan,nan,"actress,soundtrack",nan,4359,nan,Yiu-Tsou Cheung,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4493,Plumber,nan,8.0,2.0,nan,nan,nan,2006-01-01,Reality-TV,nan,43.0,5735,nan,Martin,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1921,nan,John McNaughton,nan,nan,nan,1950-01-01,nan,nan,nan,"director,writer,producer",nan,2126,The Perils of Penrose,nan,nan,14.0,2.0,nan,nan,nan,1961-01-16,nan,1961-01-01,nan,nan,nan,0
1246,nan,John Larch,nan,nan,2005-01-01,1914-01-01,nan,nan,nan,actor,nan,729,nan,Bishop Paul Breton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1865,The Derelict,nan,5.0,1.0,nan,nan,nan,1959-01-01,Adventure,nan,60.0,5178,Episode 7,nan,"Junpyo and Jihu square off in a sports match. The fate of Jandi and Jihu hangs on this game. They compete in horse-riding and racing, and Junpyo grows more jealous as he watches Jandi roots for Jihu. Before the final battle begins, Junpyo goes to meet Jandi.",7.0,1.0,nan,nan,nan,2009-01-26,nan,2009-01-01,nan,nan,nan,0
2629,nan,Malcolm Cassell,nan,nan,nan,1939-01-01,nan,nan,nan,actor,nan,5998,nan,Bamse,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1750,nan,Michelle Monaghan,nan,nan,nan,1976-01-01,nan,nan,nan,"actress,producer",nan,977,nan,Ji?? Mal?sek,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3454,nan,Carla Romanelli,nan,nan,nan,1949-01-01,nan,nan,nan,actress,nan,377,Episode 2,nan,nan,2.0,1.0,nan,nan,nan,1972-02-09,nan,1972-01-01,nan,nan,nan,0
3049,nan,Zev Braun,nan,nan,2019-01-01,1928-01-01,nan,nan,nan,"producer,actor,executive",nan,974,nan,Sakina Jaffrey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2973,nan,Leland Ling,nan,nan,nan,nan,nan,nan,nan,producer,nan,4857,The Unicorn in Captivity,nan,"Dr. Venture's latest invention is a real game-changer, and the new game is deadly.",7.0,7.0,nan,nan,nan,2018-09-16,nan,2018-01-01,nan,nan,nan,0
3858,nan,Kim Spalding,nan,nan,2000-01-01,1915-01-01,nan,nan,nan,actor,nan,5265,nan,G?rard Lartigau,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2649,nan,Dan Duryea,nan,nan,1968-01-01,1907-01-01,nan,nan,nan,"actor,soundtrack",nan,2216,nan,Marne Braun,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1205,"Oh, My Aching Heart",nan,33.0,1.0,nan,nan,nan,1954-01-01,Drama,nan,30.0,5842,?????????,nan,nan,37.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1894,The Case of Mrs. Bannister,nan,23.0,2.0,nan,nan,nan,1955-01-01,Drama,nan,30.0,3445,Stadig fuuuuuucked,nan,nan,3.0,2.0,nan,nan,nan,2016-02-22,nan,2016-01-01,nan,nan,nan,0
1737,The Raffle,nan,1.0,1.0,nan,nan,nan,1960-01-01,"Adventure,Drama,Family",nan,30.0,1764,nan,Katy Perry,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
573,nan,Abner Biberman,nan,nan,1977-01-01,1909-01-01,nan,nan,nan,"director,actor,writer",nan,710,The Ransom,nan,nan,34.0,1.0,nan,nan,nan,1962-10-09,nan,1962-01-01,nan,nan,nan,0
2234,nan,Edit Angold,nan,nan,1971-01-01,1895-01-01,nan,nan,nan,actress,nan,2438,nan,Jean-Loup Dabadie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3344,nan,Christopher Rice,nan,nan,nan,1978-01-01,nan,nan,nan,"writer,producer",nan,3505,nan,Brett Phillips,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1212,nan,Elizabeth Hanna,nan,nan,nan,1953-01-01,nan,nan,nan,actress,nan,258,Buoy Cleaner,nan,Mike Rowe gets dirty in Oregon making shingles and then jumps on a Coast Guard ship to clean dirty buoys.,4.0,4.0,nan,nan,nan,2008-01-29,nan,2008-01-01,nan,nan,nan,0
3698,nan,David Schurmann,nan,nan,2020-01-01,1943-01-01,nan,nan,nan,"actor,editor,director",nan,1661,Episode 12,nan,nan,12.0,1.0,nan,nan,nan,2019-05-18,nan,2019-01-01,nan,nan,nan,0
1365,nan,Frances de la Tour,nan,nan,nan,1944-01-01,nan,nan,nan,"actress,soundtrack",nan,532,nan,Frances de la Tour,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
142,nan,Kristina Lilley,nan,nan,nan,1963-01-01,nan,nan,nan,actress,nan,1279,nan,Simon Atherton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
5026,nan,Suzuki Matsuo,nan,nan,nan,1962-01-01,nan,nan,nan,"actor,writer,director",nan,2986,nan,Ely Bam‘s,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1884,Errand of Mercy,nan,32.0,2.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,5980,I'm Behind You,nan,"Ra On expected herself to be failed from the exam with reference to become the Eunich. However, owing to the decisive help from the crown prince, Ra On stays at the palace. The king decided to make Lee Yeong, the crown prince as his regent.",3.0,1.0,nan,nan,nan,2016-08-29,nan,2016-01-01,nan,nan,nan,0
3038,nan,Adrienne Marden,nan,nan,1978-01-01,1909-01-01,nan,nan,nan,actress,nan,4585,Past Tense,nan,"When Brock and Dr. Venture are kidnapped from the funeral of a college friend, the boys enlist the aid of the original Team Venture: a group of superscience adventurers who worked for their grandfather in the sixties. Meanwhile, the mysterious kidnapper reveals the secret of his twenty year old grudge through a series of flashbacks to when he, Brock, Doc, Baron Underbheit and Mr. White were all in college together.",11.0,1.0,nan,nan,nan,2004-10-16,nan,2004-01-01,nan,nan,nan,0
3572,nan,Yevgeniya Abdirkina,nan,nan,nan,nan,nan,nan,nan,"editor,assistant_director",nan,567,nan,James Hambidge,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
3828,The Canary,nan,7.0,1.0,nan,nan,nan,1960-01-01,"Adventure,Drama,Family",nan,30.0,5122,nan,Baz Ashmawy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2650,The Good Killing,nan,16.0,2.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,4515,The Things I Cannot Change,nan,"'''This feature documentary is considered to be the forerunner of the NFB's Challenge for Change Program. The film offers in inside look at 3 weeks in the life of the Bailey family. Trouble with the police, begging for stale bread, and the birth of another child are just some of the issues they face. Through it all, the father tries to explain his family's predicament. Although filmed in Montreal, the film offers an anatomy of poverty as it occurs throughout North America.'' - NFB",nan,nan,nan,nan,nan,1967-01-01,nan,1967-01-01,55,Documentary,nan,0
4284,nan,Harold Thrasher,nan,nan,nan,nan,nan,nan,nan,"production_designer,art_director,art_department",nan,2932,The Anonymous Donor,nan,It's moving day for both the Blacks and the Davids; Larry's prized Joe Pepitone jersey is lost at the dry cleaners; Larry's irked at Ted Danson's anonymous donation; Cheryl is grossed out by a semen stain on a guest-room quilt.,2.0,6.0,nan,nan,nan,2007-09-16,nan,2007-01-01,nan,nan,nan,0
4770,nan,Tania Velia,nan,nan,nan,nan,nan,nan,nan,actress,nan,3876,nan,Meghan Maguire,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
797,nan,Siu-Tin Lai,nan,nan,2019-01-01,1946-01-01,nan,nan,nan,"actor,composer,music_department",nan,5828,Episode 21,nan,"Junpyo’s mother rushes the wedding, and Jaekyung asks Jandi to be her bridesmaid. On the day before the wedding, F4, Jandi and Gaeul arrived at Jeju Island for the wedding, and the complication between Junpyo, Jaekyung, Jandi and Jihoo reaches the climax. Junhee advises Junpyo not to do something that he is going to regret. Junpyo goes down on his knees and ask Jaekyung to break off the engagement.",21.0,1.0,nan,nan,nan,2009-03-17,nan,2009-01-01,nan,nan,nan,0
1018,nan,Wolfgang Hohensee,nan,nan,2018-01-01,1927-01-01,nan,nan,nan,composer,nan,3156,Hoof Cleaner,nan,"Mike Rowe first joins a crew at a rock quarry in Washington and learns what it takes to make gravel from loading rocks to blowing up a side of a mountain. Next, Mike gets hip deep in mud and muck working with the hippo keepers at the Adventure Aquarium in Camden, NJ. Finally, Mike helps a crew of hooftrimmers give some cows a pedicure and later cleans a cow foot bath.",14.0,2.0,nan,nan,nan,2006-08-15,nan,2006-01-01,nan,nan,nan,0
4329,nan,Jean-Luc Godard,nan,nan,nan,1930-01-01,nan,nan,nan,"director,writer,editor",nan,3998,nan,Jean-Luc Godard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
4922,Bell Maker,nan,25.0,2.0,nan,nan,nan,2006-01-01,Reality-TV,nan,44.0,363,Bell Maker,nan,nan,25.0,2.0,nan,nan,nan,2006-12-12,nan,2006-01-01,nan,nan,nan,1
2347,nan,Dang Nhat Minh,nan,nan,nan,1938-01-01,nan,nan,nan,"director,writer,actor",nan,4799,nan,MTV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,US,0
1652,The Maxx,nan,nan,nan,nan,nan,1995-01-01,1995-01-01,"Action,Adventure,Animation",nan,154.0,945,nan,Raymond Chow,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2008,nan,Edna Brophy,nan,nan,nan,nan,nan,nan,nan,"writer,miscellaneous",nan,5087,Diener,nan,"Kellerman assures Lewis that he is seeking some professional advice; he also takes some time off. Lewis is assigned to work with Pembleton and neither is happy with the situation. Together they investigate the murder of a wealthy woman. They suspect the brother may have had a touch of sibling rivalry. Meanwhile, the brother insists that the police have stolen his sister's diamond ring. Mary tells Frank that she thinks they need to talk to a marriage counselor. Cox investigates whether the missing diamond ring might have been taken by one of her staff. She gets Brodie to help her add some video surveillance to the morgue. Mary asks Tim to be Frank's partner again.",14.0,5.0,nan,nan,nan,1997-01-31,nan,1997-01-01,nan,nan,nan,0
1137,nan,Geraldine Carr,nan,nan,1954-01-01,1914-01-01,nan,nan,nan,actress,nan,2347,nan,Ben Batt,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
1178,Tale of a Cayuse,nan,26.0,2.0,nan,nan,nan,1955-01-01,Drama,nan,nan,4413,nan,Ingrid Veninger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
4296,nan,Patrick Egerton,nan,nan,nan,nan,nan,nan,nan,"producer,writer",nan,1985,Heads You Lose,nan,nan,27.0,1.0,nan,nan,nan,1960-04-18,nan,1960-01-01,nan,nan,nan,0
621,nan,Arthur Space,nan,nan,1983-01-01,1908-01-01,nan,nan,nan,actor,nan,1731,Hilltop Walk,nan,Life is harsh but uncomplicated in the Rhondda Valleys. The Morgans are a happy and united family but as the new century approaches the younger generation is restless.,1.0,1.0,nan,nan,nan,1975-12-29,nan,1975-01-01,nan,nan,nan,0
2576,nan,Lisa Hammer,nan,nan,nan,1967-01-01,nan,nan,nan,"actress,producer,writer",nan,4973,Super Rider ~ Seesaw 60,nan,nan,14.0,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
420,nan,John Trayne,nan,nan,2004-01-01,1918-01-01,nan,nan,nan,"actor,writer",nan,3663,nan,Susie Essman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2561,Robin Hood,nan,nan,nan,nan,nan,nan,1973-01-01,"Adventure,Animation,Comedy",nan,83.0,2255,nan,Julie Christie,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
321,nan,Chris Grega,nan,nan,nan,nan,nan,nan,nan,"actor,director,writer",nan,5162,nan,Chris Grega,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
4064,nan,Henry Bromell,nan,nan,2013-01-01,1947-01-01,nan,nan,nan,"producer,writer,miscellaneous",nan,267,nan,Henry Bromell,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1
4323,nan,Catherine McLeod,nan,nan,1997-01-01,1921-01-01,nan,nan,nan,actress,nan,5541,nan,Tom Flynn,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2089,Girl on a Flagpole,nan,4.0,1.0,nan,nan,nan,1953-01-01,Drama,nan,30.0,2462,nan,Hiroyuki Ohkaji,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
131,nan,Candy Moore,nan,nan,nan,1947-01-01,nan,nan,nan,actress,nan,5106,nan,Maur?cio Gon?alves,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2862,nan,Kashaf Chaudhry,nan,nan,nan,nan,nan,nan,nan,"director,assistant_director,camera_department",nan,173,nan,Mark Stetson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
2049,The Scavenger,nan,8.0,1.0,nan,nan,nan,1962-01-01,"Drama,Sport,Western",nan,nan,5602,Earthworm,nan,Isabella Rossellini explores the mating habits of worms.,1.0,1.0,nan,nan,nan,2008-05-05,nan,2008-01-01,nan,nan,nan,0
2553,nan,Uros Kravljaca,nan,nan,2003-01-01,1928-01-01,nan,nan,nan,actor,nan,1245,nan,Chen Yao,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
